,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
347,x >= 200,10,none/duly paid,repairs,727,100 <= x < 500,7y <= y,x < 20,male : married/widowed,none,x >= 7y,real estate,46,none,own,1,skilled employee/official,0 to 2,yes,no,good
348,0 <= x <= 200,10,fully paid,other,781,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,real estate,63,none,own,2 to 3,skilled employee/official,0 to 2,yes,no,good
349,none,12,fully paid,other,2121,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,car or other,30,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
350,x >= 200,12,fully paid,repairs,701,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,32,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
351,x >= 200,10,fully paid,car (used),2069,1000 <= x,1<= x < 4y,25 <= x < 35,female : single,none, x < 1y,building soc. savings agr./life insurance,26,none,rent,2 to 3,skilled employee/official,0 to 2,no,yes,good
352,x >= 200,24,none/duly paid,other,1525,500 <= x < 1000,4 <= x < 7y,x < 20,female: non-single or male: single,none,4y <= x < 7y,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,3 or more,yes,no,good
353,x >= 200,48,fully paid,retraining,7629,1000 <= x,7y <= y,x < 20,male : divorced/separated,none,1y <= x < 4y,building soc. savings agr./life insurance,46,bank,rent,2 to 3,manager/self-empl./highly qualif,3 or more,no,no,good
354,none,12,fully paid,other,3499,unknown/no savings account,1<= x < 4y,20 <= x < 25,female: non-single or male: single,co-applicant,1y <= x < 4y,unknown / no property,29,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
355,x >= 200,6,none/duly paid,furniture,1346,x < 100 DM,7y <= y,25 <= x < 35,male : married/widowed,none,x >= 7y,real estate,42,bank,own,1,skilled employee/official,3 or more,yes,no,good
356,x >= 200,36,fully paid,car (new),10477,1000 <= x,7y <= y,25 <= x < 35,male : married/widowed,none,x >= 7y,real estate,42,none,own,2 to 3,skilled employee/official,0 to 2,no,no,good
357,none,24,none/duly paid,car (new),2924,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,guarantor,x >= 7y,real estate,63,bank,rent,1,skilled employee/official,3 or more,yes,no,good
358,x >= 200,10,fully paid,other,1231,unknown/no savings account,7y <= y,20 <= x < 25,male : married/widowed,none,x >= 7y,unknown / no property,32,none,rent,2 to 3,unskilled - resident,3 or more,no,yes,good
359,0 <= x <= 200,18,none/duly paid,other,1961,unknown/no savings account,7y <= y,20 <= x < 25,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,23,none,rent,1,manager/self-empl./highly qualif,0 to 2,no,no,good
360,x >= 200,15,fully paid,other,5045,1000 <= x,7y <= y,x >= 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,59,none,rent,1,skilled employee/official,0 to 2,yes,no,good
361,x >= 200,12,fully paid,other,1255,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,61,none,rent,2 to 3,unskilled - resident,0 to 2,no,no,good
362,none,12,none/duly paid,car (used),1858,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none, x < 1y,building soc. savings agr./life insurance,22,none,for free,1,skilled employee/official,0 to 2,no,no,good
363,x >= 200,6,fully paid,car (used),1221,1000 <= x,1<= x < 4y,x >= 35,female : single,none,1y <= x < 4y,car or other,27,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
364,x >= 200,9,none/duly paid,car (used),1388,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none,1y <= x < 4y,unknown / no property,26,none,for free,1,skilled employee/official,0 to 2,no,no,good
365,x >= 200,12,none/duly paid,furniture,2279,1000 <= x,1<= x < 4y,x < 20,male : married/widowed,none,x >= 7y,real estate,37,none,own,1,skilled employee/official,0 to 2,yes,no,good
366,x >= 200,12,delayed,car (used),2759,unknown/no savings account,7y <= y,25 <= x < 35,male : married/widowed,none,x >= 7y,car or other,34,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
367,0 <= x <= 200,24,none/duly paid,furniture,1258,100 <= x < 500,1<= x < 4y,20 <= x < 25,female: non-single or male: single,none,4y <= x < 7y,building soc. savings agr./life insurance,57,none,rent,1,unskilled - resident,0 to 2,no,no,good
368,negative,12,delayed,vacation,1410,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,unknown / no property,31,none,rent,1,unskilled - resident,0 to 2,yes,no,good
369,none,15,none/duly paid,other,1403,unknown/no savings account,1<= x < 4y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,28,none,for free,1,skilled employee/official,0 to 2,no,no,good
370,none,24,none/duly paid,car (used),3021,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : divorced/separated,none,1y <= x < 4y,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,good
371,none,24,none/duly paid,retraining,6568,unknown/no savings account,1<= x < 4y,25 <= x < 35,female : single,none,1y <= x < 4y,building soc. savings agr./life insurance,21,stores,rent,1,unskilled - resident,0 to 2,no,no,good
372,x >= 200,24,fully paid,furniture,2578,500 <= x < 1000,7y <= y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,no,no,good
373,negative,24,fully paid,car (new),7758,500 <= x < 1000,7y <= y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,real estate,29,none,for free,1,skilled employee/official,0 to 2,no,no,good
374,none,6,none/duly paid,radio/television,343,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none, x < 1y,unknown / no property,27,none,rent,1,skilled employee/official,0 to 2,no,no,good
375,x >= 200,21,duly paid till now,car (used),1591,x < 100 DM,4 <= x < 7y,x < 20,male : married/widowed,none,4y <= x < 7y,unknown / no property,34,none,rent,2 to 3,manager/self-empl./highly qualif,0 to 2,no,no,good
376,none,27,none/duly paid,furniture,3416,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,27,none,rent,1,manager/self-empl./highly qualif,0 to 2,no,no,good
377,none,12,delayed,domestic appliances,1108,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none,4y <= x < 7y,unknown / no property,28,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
378,negative,27,duly paid till now,car (new),5965,unknown/no savings account,7y <= y,x >= 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,30,none,rent,2 to 3,manager/self-empl./highly qualif,0 to 2,yes,no,good
379,negative,15,none/duly paid,domestic appliances,1514,x < 100 DM,1<= x < 4y,x < 20,male : married/widowed,guarantor,1y <= x < 4y,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,good
380,x >= 200,30,fully paid,furniture,6742,1000 <= x,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,4y <= x < 7y,car or other,36,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
381,none,18,none/duly paid,car (used),3650,unknown/no savings account, x < 1y,x >= 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,22,none,for free,1,skilled employee/official,0 to 2,no,no,good
382,none,21,none/duly paid,car (used),3599,unknown/no savings account,4 <= x < 7y,x >= 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,26,none,for free,1,unskilled - resident,0 to 2,no,no,good
383,x >= 200,60,fully paid,other,13756,1000 <= x,7y <= y,25 <= x < 35,male : married/widowed,none,x >= 7y,real estate,63,bank,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
384,negative,9,none/duly paid,other,276,unknown/no savings account,1<= x < 4y,x < 20,female : single,none,x >= 7y,unknown / no property,22,none,for free,1,unskilled - resident,0 to 2,no,no,good
385,x >= 200,42,fully paid,car (used),4041,100 <= x < 500,1<= x < 4y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,36,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
386,negative,9,none/duly paid,furniture,458,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,4y <= x < 7y,unknown / no property,24,none,rent,1,skilled employee/official,0 to 2,no,no,good
387,negative,9,none/duly paid,car (used),918,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none, x < 1y,car or other,30,none,rent,1,skilled employee/official,0 to 2,no,no,bad
388,x >= 200,24,none/duly paid,other,7393,unknown/no savings account,1<= x < 4y,x >= 35,male : married/widowed,none,x >= 7y,car or other,43,none,rent,1,unskilled - resident,3 or more,no,no,good
389,0 <= x <= 200,10,none/duly paid,radio/television,1225,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,37,none,rent,1,skilled employee/official,0 to 2,yes,no,good
390,none,24,none/duly paid,car (new),2812,1000 <= x,7y <= y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,unknown / no property,26,none,for free,1,skilled employee/official,0 to 2,no,no,good
391,x >= 200,15,none/duly paid,car (new),3029,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,no,good
392,0 <= x <= 200,12,fully paid,other,1480,100 <= x < 500,unemployed,25 <= x < 35,male : married/widowed,none,x >= 7y,real estate,66,bank,own,4 to 5,unemployed/unskilled - non-resident,0 to 2,no,no,good
393,0 <= x <= 200,6,fully paid,repairs,1047,unknown/no savings account,1<= x < 4y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,car or other,50,none,rent,1,unskilled - resident,0 to 2,no,no,good
394,x >= 200,15,fully paid,furniture,1471,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,x >= 7y,real estate,35,none,own,2 to 3,skilled employee/official,0 to 2,yes,no,good
395,x >= 200,24,none/duly paid,car (used),5511,x < 100 DM,1<= x < 4y,x < 20,male : married/widowed,none, x < 1y,building soc. savings agr./life insurance,25,stores,rent,1,skilled employee/official,0 to 2,no,no,good
396,negative,9,none/duly paid,furniture,1206,unknown/no savings account,7y <= y,x < 20,female: non-single or male: single,none,x >= 7y,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,good
397,negative,24,duly paid till now,furniture,6403,unknown/no savings account, x < 1y,x >= 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,no,good
398,x >= 200,12,none/duly paid,furniture,707,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,unknown / no property,30,bank,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
399,x >= 200,12,duly paid till now,car (new),1503,unknown/no savings account,1<= x < 4y,x < 20,female : single,none,x >= 7y,unknown / no property,41,none,for free,1,skilled employee/official,0 to 2,no,no,good
400,negative,12,none/duly paid,other,6078,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,32,none,rent,1,skilled employee/official,0 to 2,no,no,good
401,negative,27,none/duly paid,retraining,2528,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none, x < 1y,car or other,32,none,rent,1,skilled employee/official,3 or more,yes,no,good
402,negative,12,none/duly paid,retraining,1037,x < 100 DM,4 <= x < 7y,20 <= x < 25,male : married/widowed,none,x >= 7y,unknown / no property,39,none,rent,1,unskilled - resident,0 to 2,no,no,good
403,none,6,none/duly paid,car (new),1352,100 <= x < 500,unemployed,x >= 35,female: non-single or male: single,none,1y <= x < 4y,car or other,23,none,for free,1,unemployed/unskilled - non-resident,0 to 2,yes,no,good
404,x >= 200,24,none/duly paid,furniture,3181,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,x >= 7y,car or other,26,none,rent,1,skilled employee/official,0 to 2,yes,no,good
405,x >= 200,18,none/duly paid,furniture,4594,unknown/no savings account, x < 1y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,32,none,rent,1,skilled employee/official,0 to 2,yes,no,good
406,negative,48,none/duly paid,business,5381,1000 <= x,unemployed,20 <= x < 25,male : married/widowed,none,x >= 7y,real estate,40,bank,own,1,unemployed/unskilled - non-resident,0 to 2,yes,no,good
407,x >= 200,15,none/duly paid,car (new),4657,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,30,none,rent,1,skilled employee/official,0 to 2,yes,no,good
408,negative,9,none/duly paid,retraining,1391,unknown/no savings account,1<= x < 4y,25 <= x < 35,female : single,none, x < 1y,unknown / no property,27,bank,rent,1,skilled employee/official,0 to 2,yes,no,good
409,negative,18,none/duly paid,retraining,1913,500 <= x < 1000, x < 1y,20 <= x < 25,female : single,none,4y <= x < 7y,unknown / no property,36,bank,rent,1,skilled employee/official,0 to 2,yes,no,good
410,x >= 200,42,none/duly paid,furniture,7166,1000 <= x,4 <= x < 7y,25 <= x < 35,female : single,none,x >= 7y,car or other,29,none,for free,1,skilled employee/official,0 to 2,yes,no,good
411,x >= 200,13,none/duly paid,furniture,1409,x < 100 DM,unemployed,25 <= x < 35,female: non-single or male: single,none,x >= 7y,unknown / no property,64,none,rent,1,skilled employee/official,0 to 2,no,no,good
412,x >= 200,24,duly paid till now,retraining,2978,1000 <= x,1<= x < 4y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,32,none,rent,2 to 3,skilled employee/official,3 or more,yes,no,good
413,x >= 200,12,fully paid,furniture,976,1000 <= x,7y <= y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,35,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
414,x >= 200,24,duly paid till now,retraining,2375,100 <= x < 500,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,44,none,rent,2 to 3,skilled employee/official,3 or more,yes,no,good
415,x >= 200,12,fully paid,furniture,522,100 <= x < 500,7y <= y,x < 20,male : married/widowed,none,x >= 7y,car or other,42,none,rent,2 to 3,skilled employee/official,3 or more,yes,no,good
416,x >= 200,28,fully paid,furniture,2743,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,29,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
417,x >= 200,11,fully paid,furniture,1154,x < 100 DM,unemployed,x < 20,female: non-single or male: single,none,x >= 7y,unknown / no property,57,none,rent,4 to 5,unskilled - resident,0 to 2,no,no,good
418,x >= 200,24,fully paid,car (new),5804,500 <= x < 1000,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,unknown / no property,27,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
419,x >= 200,18,fully paid,furniture,1169,1000 <= x,1<= x < 4y,x < 20,male : married/widowed,none,4y <= x < 7y,car or other,29,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
420,none,15,fully paid,car (used),1478,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,44,none,rent,2 to 3,skilled employee/official,3 or more,yes,no,good
421,x >= 200,12,none/duly paid,furniture,776,unknown/no savings account,1<= x < 4y,x < 20,female : single,none,1y <= x < 4y,unknown / no property,28,none,rent,1,skilled employee/official,0 to 2,no,no,good
422,negative,11,fully paid,other,1322,500 <= x < 1000,1<= x < 4y,x < 20,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,40,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
423,negative,16,fully paid,other,1175,unknown/no savings account,unemployed,25 <= x < 35,male : married/widowed,none,4y <= x < 7y,building soc. savings agr./life insurance,68,none,own,4 to 5,unemployed/unskilled - non-resident,0 to 2,yes,no,good
424,x >= 200,12,none/duly paid,other,2133,1000 <= x,7y <= y,x < 20,female: non-single or male: single,none,x >= 7y,real estate,52,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
425,x >= 200,15,fully paid,furniture,1829,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,46,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
