,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
389,none,9,existing AND duly paid,business,1449, ... < 100,4 <= ... < 7y,3,female : married OR separated OR divorced,none,2,car OR other,27,none,own,2,skilled employed OR official ,1,no,yes,1
390,none,18,existing AND duly paid,car (new),1820, ... < 100,1 <= ... < 4y,2,male : married,none,2,society savings agreement OR life insurance,30,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
391, 0 <= ... <= 200,12,existing AND duly paid,furniture,983,1000 <= ..., ... < 1y,1,female : married OR separated OR divorced,none,4,real estate,19,none,rent,1,unskilled - resident,1,no,yes,1
392,negative,36,existing AND duly paid,car (new),3249, ... < 100,4 <= ... < 7y,2,male : single,none,4,none OR unknown,39,bank,for free,1,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,1
393,negative,6,critical account,radio OR tv,1957, ... < 100,4 <= ... < 7y,1,female : married OR separated OR divorced,none,4,car OR other,31,none,own,1,skilled employed OR official ,1,no,yes,1
394,none,9,critical account,furniture,2406, ... < 100,unemployed,2,male : single,none,3,car OR other,31,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,no,yes,1
395, 0 <= ... <= 200,39,delayed,education,11760,100 <= ... < 500,4 <= ... < 7y,2,male : single,none,3,none OR unknown,32,none,rent,1,skilled employed OR official ,1,yes,yes,1
396,negative,12,existing AND duly paid,furniture,2578, ... < 100,unemployed,3,female : married OR separated OR divorced,none,4,none OR unknown,55,none,for free,1,management OR self-employed OR highly qualified employee OR officer,1,no,yes,1
397,negative,36,critical account,furniture,2348, ... < 100,1 <= ... < 4y,3,male : married,none,2,society savings agreement OR life insurance,46,none,own,2,skilled employed OR official ,1,yes,yes,1
398, 0 <= ... <= 200,12,existing AND duly paid,car (new),1223, ... < 100,7y <= ...,1,male : separated OR divorced,none,1,real estate,46,none,rent,2,skilled employed OR official ,1,no,yes,2
399,none,24,critical account,radio OR tv,1516,1000 <= ...,1 <= ... < 4y,4,female : married OR separated OR divorced,none,1,real estate,43,none,own,2,unskilled - resident,1,no,yes,1
400,none,18,existing AND duly paid,radio OR tv,1473, ... < 100, ... < 1y,3,male : married,none,4,real estate,39,none,own,1,skilled employed OR official ,1,yes,yes,1
401, 0 <= ... <= 200,18,critical account,business,1887,unknown OR no savings account,1 <= ... < 4y,4,male : married,none,4,real estate,28,bank,own,2,skilled employed OR official ,1,no,yes,1
402,none,24,delayed,business,8648, ... < 100, ... < 1y,2,male : single,none,2,car OR other,27,bank,own,2,skilled employed OR official ,1,yes,yes,2
403,none,14,delayed,car (new),802, ... < 100,1 <= ... < 4y,4,male : single,none,2,car OR other,27,none,own,2,unskilled - resident,1,no,yes,1
404, 0 <= ... <= 200,18,delayed,car (new),2899,unknown OR no savings account,7y <= ...,4,male : single,none,4,car OR other,43,none,own,1,skilled employed OR official ,2,no,yes,1
405, 0 <= ... <= 200,24,existing AND duly paid,radio OR tv,2039, ... < 100, ... < 1y,1,male : married,none,1,society savings agreement OR life insurance,22,none,own,1,skilled employed OR official ,1,yes,yes,2
406,none,24,critical account,car (used),2197,unknown OR no savings account,4 <= ... < 7y,4,male : single,none,4,car OR other,43,none,own,2,skilled employed OR official ,2,yes,yes,1
407,negative,15,existing AND duly paid,radio OR tv,1053, ... < 100, ... < 1y,4,male : married,none,2,real estate,27,none,own,1,skilled employed OR official ,1,no,no,1
408,none,24,existing AND duly paid,radio OR tv,3235,500 <= ... < 1000,7y <= ...,3,male : separated OR divorced,none,2,car OR other,26,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
409,200 < ...,12,critical account,car (new),939,500 <= ... < 1000,4 <= ... < 7y,4,male : married,none,2,real estate,28,none,own,3,skilled employed OR official ,1,yes,yes,2
410, 0 <= ... <= 200,24,existing AND duly paid,radio OR tv,1967, ... < 100,7y <= ...,4,female : married OR separated OR divorced,none,4,car OR other,20,none,own,1,skilled employed OR official ,1,yes,yes,1
411,none,33,critical account,car (used),7253, ... < 100,4 <= ... < 7y,3,male : single,none,2,car OR other,35,none,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
412,none,12,critical account,business,2292, ... < 100,unemployed,4,male : single,none,2,car OR other,42,stores,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
413,none,10,existing AND duly paid,car (new),1597,500 <= ... < 1000,1 <= ... < 4y,3,male : single,none,2,none OR unknown,40,none,rent,1,unskilled - resident,2,no,no,1
414,negative,24,existing AND duly paid,car (new),1381,unknown OR no savings account,1 <= ... < 4y,4,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,35,none,own,1,skilled employed OR official ,1,no,yes,2
415,none,36,critical account,car (used),5842, ... < 100,7y <= ...,2,male : single,none,2,society savings agreement OR life insurance,35,none,own,2,skilled employed OR official ,2,yes,yes,1
416,negative,12,existing AND duly paid,car (new),2579, ... < 100, ... < 1y,4,male : single,none,1,real estate,33,none,own,1,unskilled - resident,2,no,yes,2
417,negative,18,delayed,education,8471,unknown OR no savings account,1 <= ... < 4y,1,female : married OR separated OR divorced,none,2,car OR other,23,none,rent,2,skilled employed OR official ,1,yes,yes,1
418,none,21,existing AND duly paid,car (new),2782,500 <= ... < 1000,4 <= ... < 7y,1,female : married OR separated OR divorced,none,2,car OR other,31,bank,own,1,management OR self-employed OR highly qualified employee OR officer,1,no,yes,1
419, 0 <= ... <= 200,18,existing AND duly paid,car (new),1042,unknown OR no savings account,1 <= ... < 4y,4,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,33,none,own,1,skilled employed OR official ,1,no,yes,2
420,none,15,existing AND duly paid,car (new),3186,1000 <= ...,4 <= ... < 7y,2,female : married OR separated OR divorced,none,3,car OR other,20,none,rent,1,skilled employed OR official ,1,no,yes,1
421, 0 <= ... <= 200,12,existing AND duly paid,car (used),2028,unknown OR no savings account,1 <= ... < 4y,4,male : single,none,2,car OR other,30,none,own,1,skilled employed OR official ,1,no,yes,1
422, 0 <= ... <= 200,12,critical account,car (new),958, ... < 100,4 <= ... < 7y,2,male : single,none,3,real estate,47,none,own,2,unskilled - resident,2,no,yes,1
423,none,21,delayed,furniture,1591,100 <= ... < 500,4 <= ... < 7y,4,male : single,none,3,real estate,34,none,own,2,management OR self-employed OR highly qualified employee OR officer,1,no,yes,1
424, 0 <= ... <= 200,12,existing AND duly paid,furniture,2762,unknown OR no savings account,7y <= ...,1,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,25,bank,own,1,skilled employed OR official ,1,yes,yes,2
425, 0 <= ... <= 200,18,existing AND duly paid,car (used),2779, ... < 100,1 <= ... < 4y,1,male : married,none,3,car OR other,21,none,rent,1,skilled employed OR official ,1,yes,yes,1
426,none,28,critical account,radio OR tv,2743, ... < 100,7y <= ...,4,male : single,none,2,car OR other,29,none,own,2,skilled employed OR official ,1,no,yes,1
427,none,18,critical account,radio OR tv,1149,1000 <= ...,1 <= ... < 4y,4,male : single,none,3,real estate,46,none,own,2,skilled employed OR official ,1,no,yes,1
428,none,9,existing AND duly paid,furniture,1313, ... < 100,7y <= ...,1,male : single,none,4,car OR other,20,none,own,1,skilled employed OR official ,1,no,yes,1
429,negative,18,critical account,repairs,1190, ... < 100,unemployed,2,female : married OR separated OR divorced,none,4,none OR unknown,55,none,for free,3,unemployed OR unskilled - non-resident,2,no,yes,2
430,none,5,existing AND duly paid,business,3448, ... < 100,4 <= ... < 7y,1,male : single,none,4,real estate,74,none,own,1,unskilled - resident,1,no,yes,1
431, 0 <= ... <= 200,24,existing AND duly paid,other,11328, ... < 100,1 <= ... < 4y,2,male : single,co-applicant,3,car OR other,29,bank,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
432,negative,6,critical account,furniture,1872, ... < 100,unemployed,4,male : single,none,4,none OR unknown,36,none,for free,3,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
433,none,24,critical account,repairs,2058, ... < 100,1 <= ... < 4y,4,male : separated OR divorced,none,2,real estate,33,none,own,2,skilled employed OR official ,1,yes,yes,1
434,negative,9,existing AND duly paid,furniture,2136, ... < 100,1 <= ... < 4y,3,male : single,none,2,real estate,25,none,own,1,skilled employed OR official ,1,no,yes,1
435, 0 <= ... <= 200,12,existing AND duly paid,radio OR tv,1484,unknown OR no savings account,1 <= ... < 4y,2,male : married,none,1,real estate,25,none,own,1,skilled employed OR official ,1,yes,yes,2
436,none,6,existing AND duly paid,repairs,660,500 <= ... < 1000,4 <= ... < 7y,2,male : married,none,4,real estate,23,none,rent,1,unskilled - resident,1,no,yes,1
437,none,24,critical account,car (new),1287,1000 <= ...,7y <= ...,4,female : married OR separated OR divorced,none,4,real estate,37,none,own,2,skilled employed OR official ,1,yes,yes,1
438,negative,42,critical account,repairs,3394, ... < 100,unemployed,4,male : single,co-applicant,4,car OR other,65,none,own,2,unemployed OR unskilled - non-resident,1,no,yes,1
439,200 < ...,12,duly paid,business,609, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,1,real estate,26,none,own,1,unemployed OR unskilled - non-resident,1,no,yes,2
440,none,12,existing AND duly paid,car (new),1884, ... < 100,7y <= ...,4,male : single,none,4,car OR other,39,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
441,negative,12,existing AND duly paid,furniture,1620, ... < 100,1 <= ... < 4y,2,female : married OR separated OR divorced,co-applicant,3,society savings agreement OR life insurance,30,none,own,1,skilled employed OR official ,1,no,yes,1
442, 0 <= ... <= 200,20,delayed,other,2629, ... < 100,1 <= ... < 4y,2,male : single,none,3,car OR other,29,bank,own,2,skilled employed OR official ,1,yes,yes,1
443,none,12,existing AND duly paid,education,719, ... < 100,7y <= ...,4,male : single,none,4,car OR other,41,bank,own,1,unskilled - resident,2,no,yes,2
444, 0 <= ... <= 200,48,critical account,furniture,5096, ... < 100,1 <= ... < 4y,2,female : married OR separated OR divorced,none,3,car OR other,30,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
445,none,9,critical account,education,1244,unknown OR no savings account,7y <= ...,4,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,41,none,rent,2,unskilled - resident,1,no,yes,1
446,negative,36,existing AND duly paid,car (new),1842, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,4,car OR other,34,none,own,1,skilled employed OR official ,1,yes,yes,2
447, 0 <= ... <= 200,7,existing AND duly paid,radio OR tv,2576, ... < 100,1 <= ... < 4y,2,male : single,guarantor,2,real estate,35,none,own,1,skilled employed OR official ,1,no,yes,1
448,200 < ...,12,existing AND duly paid,furniture,1424,unknown OR no savings account,7y <= ...,3,female : married OR separated OR divorced,none,4,real estate,55,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
449, 0 <= ... <= 200,15,delayed,repairs,1512,1000 <= ...,1 <= ... < 4y,3,male : married,none,3,society savings agreement OR life insurance,61,stores,own,2,skilled employed OR official ,1,no,yes,2
450,none,36,critical account,car (used),11054,unknown OR no savings account,1 <= ... < 4y,4,male : single,none,2,car OR other,30,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
451,none,6,existing AND duly paid,radio OR tv,518, ... < 100,1 <= ... < 4y,3,female : married OR separated OR divorced,none,1,real estate,29,none,own,1,skilled employed OR official ,1,no,yes,1
452,none,12,none OR duly paid,furniture,2759, ... < 100,7y <= ...,2,male : single,none,4,society savings agreement OR life insurance,34,none,own,2,skilled employed OR official ,1,no,yes,1
453,none,24,existing AND duly paid,car (used),2670, ... < 100,7y <= ...,4,male : single,none,4,car OR other,35,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
454,negative,24,existing AND duly paid,car (new),4817, ... < 100,4 <= ... < 7y,2,male : single,co-applicant,3,society savings agreement OR life insurance,31,none,own,1,skilled employed OR official ,1,yes,yes,2
455,none,24,existing AND duly paid,car (used),2679, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,1,none OR unknown,29,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
456,negative,11,critical account,car (new),3905, ... < 100,1 <= ... < 4y,2,male : single,none,2,real estate,36,none,rent,2,skilled employed OR official ,2,no,yes,1
457,negative,12,existing AND duly paid,car (used),3386, ... < 100,7y <= ...,3,male : single,none,4,none OR unknown,35,none,for free,1,skilled employed OR official ,1,yes,yes,2
458,negative,6,existing AND duly paid,domestic appliances,343, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,1,real estate,27,none,own,1,skilled employed OR official ,1,no,yes,1
459,none,18,existing AND duly paid,radio OR tv,4594, ... < 100, ... < 1y,3,male : single,none,2,car OR other,32,none,own,1,skilled employed OR official ,1,yes,yes,1
460,negative,36,existing AND duly paid,furniture,3620, ... < 100,1 <= ... < 4y,1,male : single,guarantor,2,society savings agreement OR life insurance,37,none,own,1,skilled employed OR official ,2,no,yes,1
461,negative,15,existing AND duly paid,car (new),1721, ... < 100, ... < 1y,2,male : single,none,3,real estate,36,none,own,1,skilled employed OR official ,1,no,yes,1
462, 0 <= ... <= 200,12,existing AND duly paid,furniture,3017, ... < 100, ... < 1y,3,female : married OR separated OR divorced,none,1,real estate,34,none,rent,1,management OR self-employed OR highly qualified employee OR officer,1,no,yes,1
463, 0 <= ... <= 200,12,existing AND duly paid,retraining,754,unknown OR no savings account,7y <= ...,4,male : single,none,4,society savings agreement OR life insurance,38,none,own,2,skilled employed OR official ,1,no,yes,1
464,none,18,existing AND duly paid,business,1950, ... < 100,4 <= ... < 7y,4,male : single,none,1,car OR other,34,stores,own,2,skilled employed OR official ,1,yes,yes,1
465,negative,24,existing AND duly paid,car (used),2924, ... < 100,1 <= ... < 4y,3,male : single,guarantor,4,none OR unknown,63,bank,own,1,skilled employed OR official ,2,yes,yes,1
466,negative,24,delayed,radio OR tv,1659, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,2,car OR other,29,none,rent,1,unskilled - resident,1,yes,yes,2
