,checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,status_and_sex,co-applicants_guarantors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_to_provide_maintenance_for,telephone,foreign_worker,customer_goodness
903,none,15,existing_duly_paid,radio_tv,1386,unknown,1_to_4y,4,male_married,none,2,real_estate,40,none,rent,1,employed,1,yes,yes,1
904,none,24,existing_duly_paid,radio_tv,1278,up_to_100,over_7y,4,male_single,none,1,real_estate,36,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
905,negative,12,existing_duly_paid,radio_tv,1107,up_to_100,1_to_4y,2,male_single,none,2,real_estate,20,none,rent,1,highly_qualified_or_self-employed,2,yes,yes,1
906,negative,21,existing_duly_paid,car_new,3763,unknown,4_to_7y,2,male_single,co-applicant,2,real_estate,24,none,own,1,unskilled_resident,1,no,no,1
907,0_to_200,36,existing_duly_paid,education,3711,unknown,1_to_4y,2,male_married,none,2,car_other,27,none,own,1,employed,1,no,yes,1
908,none,15,delayed,car:used,3594,up_to_100,up_to_1y,1,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,46,none,own,2,unskilled_resident,1,no,yes,1
909,0_to_200,9,existing_duly_paid,car_new,3195,unknown,1_to_4y,1,female_married_separated,none,2,real_estate,33,none,own,1,unskilled_resident,1,no,yes,1
910,none,36,delayed,radio_tv,4454,up_to_100,1_to_4y,4,female_married_separated,none,4,real_estate,34,none,own,2,employed,1,no,yes,1
911,0_to_200,24,critical_account,furniture,4736,up_to_100,up_to_1y,2,female_married_separated,none,4,car_other,25,bank,own,1,unskilled_resident,1,no,yes,0
912,0_to_200,30,existing_duly_paid,radio_tv,2991,unknown,over_7y,2,female_married_separated,none,4,car_other,25,none,own,1,employed,1,no,yes,1
913,none,11,existing_duly_paid,business,2142,over_1000,over_7y,1,male_separated,none,2,real_estate,28,none,own,1,employed,1,yes,yes,1
914,negative,24,duly_paid,business,3161,up_to_100,1_to_4y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,31,none,rent,1,employed,1,yes,yes,0
915,0_to_200,48,none_or_duly_paid,other,18424,up_to_100,1_to_4y,1,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,32,bank,own,1,highly_qualified_or_self-employed,1,yes,no,0
916,none,10,existing_duly_paid,car:used,2848,100_to_500,1_to_4y,1,male_single,co-applicant,2,real_estate,32,none,own,1,employed,2,no,yes,1
917,negative,6,existing_duly_paid,car_new,14896,up_to_100,over_7y,1,male_single,none,4,none_unknown,68,bank,own,1,highly_qualified_or_self-employed,1,yes,yes,0
918,negative,24,existing_duly_paid,furniture,2359,100_to_500,unemployed,1,male_separated,none,1,building_society_savings_agreement_or_life_insurance,33,none,own,1,employed,1,no,yes,0
919,negative,24,existing_duly_paid,furniture,3345,up_to_100,over_7y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,39,none,rent,1,highly_qualified_or_self-employed,1,yes,yes,0
920,none,18,critical_account,furniture,1817,up_to_100,1_to_4y,4,female_married_separated,none,2,none_unknown,28,none,own,2,employed,1,no,yes,1
921,none,48,delayed,radio_tv,12749,500_to_1000,4_to_7y,4,male_single,none,1,car_other,37,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
922,negative,9,existing_duly_paid,radio_tv,1366,up_to_100,up_to_1y,3,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,22,none,rent,1,employed,1,no,yes,0
923,0_to_200,12,existing_duly_paid,car_new,2002,up_to_100,4_to_7y,3,male_single,none,4,building_society_savings_agreement_or_life_insurance,30,none,rent,1,employed,2,yes,yes,1
924,negative,24,duly_paid,furniture,6872,up_to_100,up_to_1y,2,male_separated,none,1,building_society_savings_agreement_or_life_insurance,55,bank,own,1,employed,1,yes,yes,0
925,negative,12,duly_paid,car_new,697,up_to_100,up_to_1y,4,male_single,none,2,car_other,46,bank,own,2,employed,1,yes,yes,0
926,negative,18,critical_account,furniture,1049,up_to_100,up_to_1y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,21,none,rent,1,employed,1,no,yes,1
927,negative,48,existing_duly_paid,car:used,10297,up_to_100,4_to_7y,4,male_single,none,4,none_unknown,39,stores,free,3,employed,2,yes,yes,0
928,none,30,existing_duly_paid,radio_tv,1867,unknown,over_7y,4,male_single,none,4,car_other,58,none,own,1,employed,1,yes,yes,1
929,negative,12,delayed,car_new,1344,up_to_100,1_to_4y,4,male_single,none,2,real_estate,43,none,own,2,unskilled_resident,2,no,yes,1
930,negative,24,existing_duly_paid,furniture,1747,up_to_100,up_to_1y,4,male_single,co-applicant,1,building_society_savings_agreement_or_life_insurance,24,none,own,1,unskilled_resident,1,no,no,1
931,0_to_200,9,existing_duly_paid,radio_tv,1670,up_to_100,up_to_1y,4,female_married_separated,none,2,car_other,22,none,own,1,employed,1,yes,yes,0
932,none,9,critical_account,car_new,1224,up_to_100,1_to_4y,3,male_single,none,1,real_estate,30,none,own,2,employed,1,no,yes,1
933,none,12,critical_account,radio_tv,522,500_to_1000,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,42,none,own,2,employed,2,yes,yes,1
934,negative,12,existing_duly_paid,radio_tv,1498,up_to_100,1_to_4y,4,female_married_separated,none,1,car_other,23,bank,own,1,employed,1,no,yes,1
935,0_to_200,30,delayed,radio_tv,1919,100_to_500,up_to_1y,4,male_single,none,3,none_unknown,30,stores,own,2,highly_qualified_or_self-employed,1,no,yes,0
936,over_200,9,existing_duly_paid,radio_tv,745,up_to_100,1_to_4y,3,female_married_separated,none,2,real_estate,28,none,own,1,unskilled_resident,1,no,yes,0
937,0_to_200,6,existing_duly_paid,radio_tv,2063,up_to_100,up_to_1y,4,male_married,none,3,car_other,30,none,rent,1,highly_qualified_or_self-employed,1,yes,yes,1
938,0_to_200,60,existing_duly_paid,education,6288,up_to_100,1_to_4y,4,male_single,none,4,none_unknown,42,none,free,1,employed,1,no,yes,0
939,none,24,critical_account,car:used,6842,unknown,1_to_4y,2,male_single,none,4,building_society_savings_agreement_or_life_insurance,46,none,own,2,highly_qualified_or_self-employed,2,yes,yes,1
940,none,12,existing_duly_paid,car_new,3527,unknown,up_to_1y,2,male_single,none,3,building_society_savings_agreement_or_life_insurance,45,none,own,1,highly_qualified_or_self-employed,2,yes,yes,1
941,none,10,existing_duly_paid,car_new,1546,up_to_100,1_to_4y,3,male_single,none,2,real_estate,31,none,own,1,unskilled_resident,2,no,no,1
942,none,24,existing_duly_paid,furniture,929,unknown,4_to_7y,4,male_single,none,2,car_other,31,stores,own,1,employed,1,yes,yes,1
943,none,4,critical_account,car_new,1455,up_to_100,4_to_7y,2,male_single,none,1,real_estate,42,none,own,3,unskilled_resident,2,no,yes,1
944,negative,15,existing_duly_paid,furniture,1845,up_to_100,up_to_1y,4,female_married_separated,guarantor,1,building_society_savings_agreement_or_life_insurance,46,none,rent,1,employed,1,no,yes,1
945,0_to_200,48,none_or_duly_paid,car_new,8358,500_to_1000,up_to_1y,1,female_married_separated,none,1,car_other,30,none,own,2,employed,1,no,yes,1
946,negative,24,duly_paid,furniture,3349,500_to_1000,up_to_1y,4,male_single,none,4,none_unknown,30,none,free,1,employed,2,yes,yes,0
947,none,12,existing_duly_paid,car_new,2859,unknown,unemployed,4,male_single,none,4,none_unknown,38,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
948,none,18,existing_duly_paid,furniture,1533,up_to_100,up_to_1y,4,male_married,co-applicant,1,building_society_savings_agreement_or_life_insurance,43,none,own,1,unskilled_resident,2,no,yes,0
949,none,24,existing_duly_paid,radio_tv,3621,100_to_500,over_7y,2,male_single,none,4,car_other,31,none,own,2,employed,1,no,yes,0
950,0_to_200,18,critical_account,business,3590,up_to_100,unemployed,3,male_married,none,3,car_other,40,none,own,3,unemployed_non-resident,2,yes,yes,1
951,negative,36,delayed,business,2145,up_to_100,4_to_7y,2,male_single,none,1,car_other,24,none,own,2,employed,1,yes,yes,0
952,0_to_200,24,existing_duly_paid,car:used,4113,500_to_1000,up_to_1y,3,female_married_separated,none,4,car_other,28,none,rent,1,employed,1,no,yes,0
953,none,36,existing_duly_paid,furniture,10974,up_to_100,unemployed,4,female_married_separated,none,2,car_other,26,none,own,2,highly_qualified_or_self-employed,1,yes,yes,0
954,negative,12,existing_duly_paid,car_new,1893,up_to_100,1_to_4y,4,female_married_separated,guarantor,4,building_society_savings_agreement_or_life_insurance,29,none,own,1,employed,1,yes,yes,1
955,negative,24,critical_account,radio_tv,1231,over_1000,over_7y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,57,none,rent,2,highly_qualified_or_self-employed,1,yes,yes,1
956,over_200,30,critical_account,radio_tv,3656,unknown,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,49,stores,own,2,unskilled_resident,1,no,yes,1
957,0_to_200,9,critical_account,radio_tv,1154,up_to_100,over_7y,2,male_single,none,4,real_estate,37,none,own,3,unskilled_resident,1,no,yes,1
958,negative,28,existing_duly_paid,car_new,4006,up_to_100,1_to_4y,3,male_single,none,2,car_other,45,none,own,1,unskilled_resident,1,no,yes,0
959,0_to_200,24,existing_duly_paid,furniture,3069,100_to_500,over_7y,4,male_single,none,4,none_unknown,30,none,free,1,employed,1,no,yes,1
960,none,6,critical_account,radio_tv,1740,up_to_100,over_7y,2,male_married,none,2,real_estate,30,none,rent,2,employed,1,no,yes,1
961,0_to_200,21,delayed,car_new,2353,up_to_100,1_to_4y,1,male_separated,none,4,building_society_savings_agreement_or_life_insurance,47,none,own,2,employed,1,no,yes,1
962,none,15,existing_duly_paid,car_new,3556,unknown,1_to_4y,3,male_single,none,2,none_unknown,29,none,own,1,employed,1,no,yes,1
963,none,24,existing_duly_paid,radio_tv,2397,500_to_1000,over_7y,3,male_single,none,2,car_other,35,bank,own,2,employed,1,yes,yes,0
964,0_to_200,6,existing_duly_paid,repairs,454,up_to_100,up_to_1y,3,male_married,none,1,building_society_savings_agreement_or_life_insurance,22,none,own,1,unskilled_resident,1,no,yes,1
965,0_to_200,30,existing_duly_paid,radio_tv,1715,unknown,1_to_4y,4,female_married_separated,none,1,car_other,26,none,own,1,employed,1,no,yes,1
966,0_to_200,27,critical_account,radio_tv,2520,500_to_1000,1_to_4y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,23,none,own,2,unskilled_resident,1,no,yes,0
967,none,15,existing_duly_paid,radio_tv,3568,up_to_100,over_7y,4,female_married_separated,none,2,car_other,54,bank,rent,1,highly_qualified_or_self-employed,1,yes,yes,1
968,none,42,existing_duly_paid,radio_tv,7166,unknown,4_to_7y,2,male_married,none,4,building_society_savings_agreement_or_life_insurance,29,none,rent,1,employed,1,yes,yes,1
969,negative,11,critical_account,car_new,3939,up_to_100,1_to_4y,1,male_single,none,2,real_estate,40,none,own,2,unskilled_resident,2,no,yes,1
970,0_to_200,15,existing_duly_paid,repairs,1514,100_to_500,1_to_4y,4,male_single,guarantor,2,real_estate,22,none,own,1,employed,1,no,yes,1
971,none,24,existing_duly_paid,car_new,7393,up_to_100,1_to_4y,1,male_single,none,4,building_society_savings_agreement_or_life_insurance,43,none,own,1,unskilled_resident,2,no,yes,1
972,negative,24,duly_paid,car_new,1193,up_to_100,unemployed,1,female_married_separated,co-applicant,4,none_unknown,29,none,rent,2,unemployed_non-resident,1,no,yes,0
973,negative,60,existing_duly_paid,business,7297,up_to_100,over_7y,4,male_single,co-applicant,4,none_unknown,36,none,rent,1,employed,1,no,yes,0
974,none,30,critical_account,radio_tv,2831,up_to_100,1_to_4y,4,female_married_separated,none,2,car_other,33,none,own,1,employed,1,yes,yes,1
975,over_200,24,existing_duly_paid,radio_tv,1258,500_to_1000,1_to_4y,3,female_married_separated,none,3,car_other,57,none,own,1,unskilled_resident,1,no,yes,1
976,0_to_200,6,existing_duly_paid,radio_tv,753,up_to_100,1_to_4y,2,female_married_separated,guarantor,3,real_estate,64,none,own,1,employed,1,no,yes,1
977,0_to_200,18,delayed,business,2427,unknown,over_7y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,42,none,own,2,employed,1,no,yes,1
978,none,24,delayed,car_new,2538,up_to_100,over_7y,4,male_single,none,4,car_other,47,none,own,2,unskilled_resident,2,no,yes,0
979,0_to_200,15,duly_paid,car_new,1264,100_to_500,1_to_4y,2,male_married,none,2,building_society_savings_agreement_or_life_insurance,25,none,rent,1,employed,1,no,yes,0
980,0_to_200,30,critical_account,furniture,8386,up_to_100,4_to_7y,2,male_single,none,2,building_society_savings_agreement_or_life_insurance,49,none,own,1,employed,1,no,yes,0
981,none,48,existing_duly_paid,business,4844,up_to_100,unemployed,3,male_single,none,2,car_other,33,bank,rent,1,highly_qualified_or_self-employed,1,yes,yes,0
982,over_200,21,existing_duly_paid,car_new,2923,100_to_500,1_to_4y,1,female_married_separated,none,1,car_other,28,bank,own,1,highly_qualified_or_self-employed,1,yes,yes,1
983,negative,36,existing_duly_paid,car:used,8229,up_to_100,1_to_4y,2,male_single,none,2,building_society_savings_agreement_or_life_insurance,26,none,own,1,employed,2,no,yes,0
984,none,24,critical_account,furniture,2028,up_to_100,4_to_7y,2,male_single,none,2,building_society_savings_agreement_or_life_insurance,30,none,own,2,unskilled_resident,1,no,yes,1
985,negative,15,critical_account,furniture,1433,up_to_100,1_to_4y,4,female_married_separated,none,3,building_society_savings_agreement_or_life_insurance,25,none,rent,2,employed,1,no,yes,1
986,over_200,42,none_or_duly_paid,business,6289,up_to_100,up_to_1y,2,male_separated,none,1,building_society_savings_agreement_or_life_insurance,33,none,own,2,employed,1,no,yes,1
987,none,13,existing_duly_paid,radio_tv,1409,100_to_500,unemployed,2,female_married_separated,none,4,real_estate,64,none,own,1,employed,1,no,yes,1
988,negative,24,existing_duly_paid,car:used,6579,up_to_100,unemployed,4,male_single,none,2,none_unknown,29,none,free,1,highly_qualified_or_self-employed,1,yes,yes,1
989,0_to_200,24,critical_account,radio_tv,1743,up_to_100,over_7y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,48,none,own,2,unskilled_resident,1,no,yes,1
990,none,12,critical_account,education,3565,unknown,up_to_1y,2,male_single,none,1,building_society_savings_agreement_or_life_insurance,37,none,own,2,unskilled_resident,2,no,yes,1
991,none,15,duly_paid,radio_tv,1569,100_to_500,over_7y,4,male_single,none,4,car_other,34,bank,own,1,unskilled_resident,2,no,yes,1
992,negative,18,existing_duly_paid,radio_tv,1936,unknown,4_to_7y,2,male_married,none,4,car_other,23,none,rent,2,unskilled_resident,1,no,yes,1
993,negative,36,existing_duly_paid,furniture,3959,up_to_100,unemployed,4,male_single,none,3,building_society_savings_agreement_or_life_insurance,30,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
994,none,12,existing_duly_paid,car_new,2390,unknown,over_7y,4,male_single,none,3,car_other,50,none,own,1,employed,1,yes,yes,1
995,none,12,existing_duly_paid,furniture,1736,up_to_100,4_to_7y,3,female_married_separated,none,4,real_estate,31,none,own,1,unskilled_resident,1,no,yes,1
996,negative,30,existing_duly_paid,car:used,3857,up_to_100,1_to_4y,4,male_separated,none,4,building_society_savings_agreement_or_life_insurance,40,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
997,none,12,existing_duly_paid,radio_tv,804,up_to_100,over_7y,4,male_single,none,4,car_other,38,none,own,1,employed,1,no,yes,1
998,negative,45,existing_duly_paid,radio_tv,1845,up_to_100,1_to_4y,4,male_single,none,4,none_unknown,23,none,free,1,employed,1,yes,yes,0
999,0_to_200,45,critical_account,car:used,4576,100_to_500,unemployed,3,male_single,none,4,car_other,27,none,own,1,employed,1,no,yes,1
