,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
365,>=200 DM,12,none open,furniture/equipment,2279,>=1000 DM,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,37,none,own,1,skilled employee/official,0 to 2,yes,no,good
366,>=200 DM,12,past delay,car (used),2759,unknown/no savings account,>= 7 yrs,25-34,male : married/widowed,none,>= 7 yrs,car or other,34,none,rent,2,skilled employee/official,0 to 2,no,no,good
367,0-200 DM,24,none open,furniture/equipment,1258,100-500 DM,1-3 yrs,20-24,female: non-single or male: single,none,4-6 yrs,building soc. savings agr./life insurance,57,none,rent,1,unskilled - resident,0 to 2,no,no,good
368,<0 DM,12,past delay,vacation,1410,unknown/no savings account,1-3 yrs,25-34,male : married/widowed,none,1-3 yrs,unknown / no property,31,none,rent,1,unskilled - resident,0 to 2,yes,no,good
369,No Account,15,none open,others,1403,unknown/no savings account,1-3 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,for free,1,skilled employee/official,0 to 2,no,no,good
370,No Account,24,none open,car (used),3021,unknown/no savings account,1-3 yrs,25-34,male : divorced/separated,none,1-3 yrs,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,good
371,No Account,24,none open,retraining,6568,unknown/no savings account,1-3 yrs,25-34,female : single,none,1-3 yrs,building soc. savings agr./life insurance,21,stores,rent,1,unskilled - resident,0 to 2,no,no,good
372,>=200 DM,24,fully paid back,furniture/equipment,2578,500-1000 DM,>= 7 yrs,25-34,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,no,no,good
373,<0 DM,24,fully paid back,car (new),7758,500-1000 DM,>= 7 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,real estate,29,none,for free,1,skilled employee/official,0 to 2,no,no,good
374,No Account,6,none open,radio/television,343,unknown/no savings account,<1 yr,<20,female: non-single or male: single,none,< 1 yr,unknown / no property,27,none,rent,1,skilled employee/official,0 to 2,no,no,good
375,>=200 DM,21,paid open rates,car (used),1591,<100 DM,4-6 yrs,<20,male : married/widowed,none,4-6 yrs,unknown / no property,34,none,rent,2,manager/self-empl./highly qualif,0 to 2,no,no,good
376,No Account,27,none open,furniture/equipment,3416,unknown/no savings account,1-3 yrs,20-24,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,27,none,rent,1,manager/self-empl./highly qualif,0 to 2,no,no,good
377,No Account,12,past delay,domestic appliances,1108,unknown/no savings account,4-6 yrs,<20,male : married/widowed,none,4-6 yrs,unknown / no property,28,none,rent,2,skilled employee/official,0 to 2,no,no,bad
378,<0 DM,27,paid open rates,car (new),5965,unknown/no savings account,>= 7 yrs,>= 35,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,30,none,rent,2,manager/self-empl./highly qualif,0 to 2,yes,no,good
379,<0 DM,15,none open,domestic appliances,1514,<100 DM,1-3 yrs,<20,male : married/widowed,guarantor,1-3 yrs,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,good
380,>=200 DM,30,fully paid back,furniture/equipment,6742,>=1000 DM,4-6 yrs,25-34,male : married/widowed,none,4-6 yrs,car or other,36,none,rent,2,skilled employee/official,0 to 2,no,no,good
381,No Account,18,none open,car (used),3650,unknown/no savings account,<1 yr,>= 35,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,22,none,for free,1,skilled employee/official,0 to 2,no,no,good
382,No Account,21,none open,car (used),3599,unknown/no savings account,4-6 yrs,>= 35,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,26,none,for free,1,unskilled - resident,0 to 2,no,no,good
383,>=200 DM,60,fully paid back,others,13756,>=1000 DM,>= 7 yrs,25-34,male : married/widowed,none,>= 7 yrs,real estate,63,bank,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
384,<0 DM,9,none open,others,276,unknown/no savings account,1-3 yrs,<20,female : single,none,>= 7 yrs,unknown / no property,22,none,for free,1,unskilled - resident,0 to 2,no,no,good
385,>=200 DM,42,fully paid back,car (used),4041,100-500 DM,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,36,none,rent,2,skilled employee/official,0 to 2,yes,no,good
386,<0 DM,9,none open,furniture/equipment,458,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,4-6 yrs,unknown / no property,24,none,rent,1,skilled employee/official,0 to 2,no,no,good
387,<0 DM,9,none open,car (used),918,unknown/no savings account,1-3 yrs,<20,female: non-single or male: single,none,< 1 yr,car or other,30,none,rent,1,skilled employee/official,0 to 2,no,no,bad
388,>=200 DM,24,none open,others,7393,unknown/no savings account,1-3 yrs,>= 35,male : married/widowed,none,>= 7 yrs,car or other,43,none,rent,1,unskilled - resident,3 or more,no,no,good
389,0-200 DM,10,none open,radio/television,1225,unknown/no savings account,1-3 yrs,25-34,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,37,none,rent,1,skilled employee/official,0 to 2,yes,no,good
390,No Account,24,none open,car (new),2812,>=1000 DM,>= 7 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,unknown / no property,26,none,for free,1,skilled employee/official,0 to 2,no,no,good
391,>=200 DM,15,none open,car (new),3029,unknown/no savings account,4-6 yrs,25-34,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,no,good
392,0-200 DM,12,fully paid back,others,1480,100-500 DM,unemployed,25-34,male : married/widowed,none,>= 7 yrs,real estate,66,bank,own,3,unemployed/unskilled - non-resident,0 to 2,no,no,good
393,0-200 DM,6,fully paid back,repairs,1047,unknown/no savings account,1-3 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,car or other,50,none,rent,1,unskilled - resident,0 to 2,no,no,good
394,>=200 DM,15,fully paid back,furniture/equipment,1471,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,35,none,own,2,skilled employee/official,0 to 2,yes,no,good
395,>=200 DM,24,none open,car (used),5511,<100 DM,1-3 yrs,<20,male : married/widowed,none,< 1 yr,building soc. savings agr./life insurance,25,stores,rent,1,skilled employee/official,0 to 2,no,no,good
396,<0 DM,9,none open,furniture/equipment,1206,unknown/no savings account,>= 7 yrs,<20,female: non-single or male: single,none,>= 7 yrs,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,good
397,<0 DM,24,paid open rates,furniture/equipment,6403,unknown/no savings account,<1 yr,>= 35,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,no,good
398,>=200 DM,12,none open,furniture/equipment,707,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,1-3 yrs,unknown / no property,30,bank,rent,2,skilled employee/official,0 to 2,no,no,good
399,>=200 DM,12,paid open rates,car (new),1503,unknown/no savings account,1-3 yrs,<20,female : single,none,>= 7 yrs,unknown / no property,41,none,for free,1,skilled employee/official,0 to 2,no,no,good
400,<0 DM,12,none open,others,6078,unknown/no savings account,4-6 yrs,25-34,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,32,none,rent,1,skilled employee/official,0 to 2,no,no,good
401,<0 DM,27,none open,retraining,2528,unknown/no savings account,<1 yr,<20,female: non-single or male: single,none,< 1 yr,car or other,32,none,rent,1,skilled employee/official,3 or more,yes,no,good
402,<0 DM,12,none open,retraining,1037,<100 DM,4-6 yrs,20-24,male : married/widowed,none,>= 7 yrs,unknown / no property,39,none,rent,1,unskilled - resident,0 to 2,no,no,good
403,No Account,6,none open,car (new),1352,100-500 DM,unemployed,>= 35,female: non-single or male: single,none,1-3 yrs,car or other,23,none,for free,1,unemployed/unskilled - non-resident,0 to 2,yes,no,good
404,>=200 DM,24,none open,furniture/equipment,3181,unknown/no savings account,<1 yr,<20,female: non-single or male: single,none,>= 7 yrs,car or other,26,none,rent,1,skilled employee/official,0 to 2,yes,no,good
405,>=200 DM,18,none open,furniture/equipment,4594,unknown/no savings account,<1 yr,20-24,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,32,none,rent,1,skilled employee/official,0 to 2,yes,no,good
406,<0 DM,48,none open,business,5381,>=1000 DM,unemployed,20-24,male : married/widowed,none,>= 7 yrs,real estate,40,bank,own,1,unemployed/unskilled - non-resident,0 to 2,yes,no,good
407,>=200 DM,15,none open,car (new),4657,unknown/no savings account,1-3 yrs,20-24,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,30,none,rent,1,skilled employee/official,0 to 2,yes,no,good
408,<0 DM,9,none open,retraining,1391,unknown/no savings account,1-3 yrs,25-34,female : single,none,< 1 yr,unknown / no property,27,bank,rent,1,skilled employee/official,0 to 2,yes,no,good
409,<0 DM,18,none open,retraining,1913,500-1000 DM,<1 yr,20-24,female : single,none,4-6 yrs,unknown / no property,36,bank,rent,1,skilled employee/official,0 to 2,yes,no,good
410,>=200 DM,42,none open,furniture/equipment,7166,>=1000 DM,4-6 yrs,25-34,female : single,none,>= 7 yrs,car or other,29,none,for free,1,skilled employee/official,0 to 2,yes,no,good
411,>=200 DM,13,none open,furniture/equipment,1409,<100 DM,unemployed,25-34,female: non-single or male: single,none,>= 7 yrs,unknown / no property,64,none,rent,1,skilled employee/official,0 to 2,no,no,good
412,>=200 DM,24,paid open rates,retraining,2978,>=1000 DM,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,32,none,rent,2,skilled employee/official,3 or more,yes,no,good
413,>=200 DM,12,fully paid back,furniture/equipment,976,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,35,none,rent,2,skilled employee/official,0 to 2,no,no,good
414,>=200 DM,24,paid open rates,retraining,2375,100-500 DM,1-3 yrs,<20,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,44,none,rent,2,skilled employee/official,3 or more,yes,no,good
415,>=200 DM,12,fully paid back,furniture/equipment,522,100-500 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,car or other,42,none,rent,2,skilled employee/official,3 or more,yes,no,good
416,>=200 DM,28,fully paid back,furniture/equipment,2743,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,29,none,rent,2,skilled employee/official,0 to 2,no,no,good
417,>=200 DM,11,fully paid back,furniture/equipment,1154,<100 DM,unemployed,<20,female: non-single or male: single,none,>= 7 yrs,unknown / no property,57,none,rent,3,unskilled - resident,0 to 2,no,no,good
418,>=200 DM,24,fully paid back,car (new),5804,500-1000 DM,1-3 yrs,<20,male : married/widowed,none,1-3 yrs,unknown / no property,27,none,rent,2,skilled employee/official,0 to 2,no,no,good
419,>=200 DM,18,fully paid back,furniture/equipment,1169,>=1000 DM,1-3 yrs,<20,male : married/widowed,none,4-6 yrs,car or other,29,none,rent,2,skilled employee/official,0 to 2,yes,no,good
420,No Account,15,fully paid back,car (used),1478,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,44,none,rent,2,skilled employee/official,3 or more,yes,no,good
421,>=200 DM,12,none open,furniture/equipment,776,unknown/no savings account,1-3 yrs,<20,female : single,none,1-3 yrs,unknown / no property,28,none,rent,1,skilled employee/official,0 to 2,no,no,good
422,<0 DM,11,fully paid back,others,1322,500-1000 DM,1-3 yrs,<20,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,40,none,rent,2,skilled employee/official,0 to 2,no,no,good
423,<0 DM,16,fully paid back,others,1175,unknown/no savings account,unemployed,25-34,male : married/widowed,none,4-6 yrs,building soc. savings agr./life insurance,68,none,own,3,unemployed/unskilled - non-resident,0 to 2,yes,no,good
424,>=200 DM,12,none open,others,2133,>=1000 DM,>= 7 yrs,<20,female: non-single or male: single,none,>= 7 yrs,real estate,52,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
425,>=200 DM,15,fully paid back,furniture/equipment,1829,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,46,none,rent,2,skilled employee/official,0 to 2,yes,no,good
426,>=200 DM,12,fully paid back,furniture/equipment,717,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,52,none,rent,3,skilled employee/official,0 to 2,no,no,good
427,<0 DM,39,paid open rates,repairs,11760,<100 DM,4-6 yrs,25-34,male : married/widowed,none,4-6 yrs,real estate,32,none,for free,1,skilled employee/official,0 to 2,yes,no,good
428,<0 DM,9,fully paid back,repairs,1501,unknown/no savings account,>= 7 yrs,25-34,female: non-single or male: single,none,4-6 yrs,building soc. savings agr./life insurance,34,none,rent,2,manager/self-empl./highly qualif,0 to 2,yes,no,bad
429,No Account,12,none open,repairs,1200,>=1000 DM,1-3 yrs,<20,female: non-single or male: single,none,>= 7 yrs,car or other,23,bank,for free,1,skilled employee/official,0 to 2,yes,no,good
430,<0 DM,9,none open,others,3195,>=1000 DM,1-3 yrs,>= 35,female: non-single or male: single,none,1-3 yrs,unknown / no property,33,none,rent,1,unskilled - resident,0 to 2,no,no,good
431,>=200 DM,30,fully paid back,furniture/equipment,4530,unknown/no savings account,4-6 yrs,<20,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,26,none,for free,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
432,>=200 DM,12,paid open rates,domestic appliances,1555,500-1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,55,none,own,2,skilled employee/official,3 or more,no,no,bad
433,<0 DM,15,fully paid back,retraining,2326,100-500 DM,1-3 yrs,25-34,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,27,bank,rent,1,skilled employee/official,0 to 2,no,no,good
434,<0 DM,18,fully paid back,retraining,1887,>=1000 DM,1-3 yrs,<20,female : single,none,>= 7 yrs,unknown / no property,28,bank,rent,2,skilled employee/official,0 to 2,no,no,good
435,>=200 DM,12,fully paid back,retraining,1264,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,57,none,for free,1,unskilled - resident,0 to 2,no,no,good
436,>=200 DM,7,paid open rates,furniture/equipment,846,>=1000 DM,>= 7 yrs,20-24,male : married/widowed,none,>= 7 yrs,real estate,36,none,own,1,skilled employee/official,0 to 2,no,no,good
437,>=200 DM,15,fully paid back,repairs,1532,<100 DM,1-3 yrs,<20,female: non-single or male: single,none,4-6 yrs,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,no,no,good
438,>=200 DM,6,paid open rates,furniture/equipment,935,unknown/no savings account,1-3 yrs,20-24,female: non-single or male: single,none,1-3 yrs,unknown / no property,24,none,rent,1,skilled employee/official,0 to 2,no,no,good
439,No Account,27,fully paid back,retraining,2442,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,43,stores,rent,4,manager/self-empl./highly qualif,3 or more,yes,no,good
440,<0 DM,18,fully paid back,retraining,3590,unknown/no savings account,unemployed,20-24,female : single,none,4-6 yrs,building soc. savings agr./life insurance,40,none,rent,3,unemployed/unskilled - non-resident,3 or more,yes,no,good
441,>=200 DM,21,fully paid back,car (used),2288,unknown/no savings account,<1 yr,<20,female: non-single or male: single,none,>= 7 yrs,car or other,23,none,rent,1,skilled employee/official,0 to 2,yes,no,good
442,>=200 DM,27,paid open rates,retraining,5117,unknown/no savings account,4-6 yrs,20-24,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,26,none,rent,2,skilled employee/official,0 to 2,no,no,good
443,No Account,39,fully paid back,car (used),14179,>=1000 DM,4-6 yrs,<20,male : married/widowed,none,>= 7 yrs,car or other,30,none,rent,2,manager/self-empl./highly qualif,0 to 2,yes,no,good
444,>=200 DM,15,none open,furniture/equipment,1386,>=1000 DM,1-3 yrs,<20,female : single,none,1-3 yrs,unknown / no property,40,none,for free,1,skilled employee/official,0 to 2,yes,no,good
445,>=200 DM,12,fully paid back,furniture/equipment,618,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,56,none,rent,1,skilled employee/official,0 to 2,no,no,good
